,HYBAS_ID,ndvi,ndwi,bsi,clay,sand,silt,dem,slope,K_c
0,2120023210,0.19865772278969313,-0.156525963493354,-0.1765754508797605,2.020062850457541,4.509840421149271,6.10896956233098,-0.5125,3.104973520551409,2.9501283110907233
1,2121116060,0.23734042733983907,-0.23423418763306256,-0.1676852229827601,0.0,0.0,0.0,-0.0873015873015873,3.171410257854159,1.5252523367065196
2,2120370440,0.27398070035375366,-0.26590424456373224,-0.1685769929813755,0.031361174161956495,1.2544469664782598,0.2822505674576085,0.7535714285714286,5.301993915012904,1.5281840713296218
3,2120371920,0.3648594762646716,-0.36559773773497267,-0.13187286358776573,2.3430234142560984,60.13760096590653,15.620156095040656,2.2857142857142856,11.679760981265302,1.342276336978804
4,2120380390,0.1189296956206487,-0.11890182324653006,-0.20180256359845114,0.0,0.0,0.0,-2.2981927710843375,6.253571108163121,1.430103878047625
5,2121114020,0.15338992404178195,-0.15250441485739955,-0.19573396726082734,1.9034423399535967,1.5988915655610212,4.111435454299769,0.23702031602708803,8.24873172940842,1.3937259327701965
6,2120366740,0.2015681454646245,-0.15181078943827755,-0.21918488556948526,0.4994079277806172,0.942701732591284,1.1950478004837497,-1.3333333333333333,4.487410835597826,1.5686245054886356
7,2120379680,0.14632237690329444,-0.13029955676351426,-0.21387128455432347,0.35667046561438775,0.2996031911160858,0.7704082057270776,1.0742574257425743,7.218666359929755,1.3385313319988716
8,2120365010,0.22278035797791745,-0.1770609396929806,-0.21163935217847982,0.011856160855842564,0.4742464342337026,0.10670544770258308,-2.892105263157895,4.866826910721628,1.5135591137013544
9,2121113760,0.17845473649098864,-0.18439548795507377,-0.14036063071997806,0.6584513089368608,2.3805547323101885,2.0260040274980327,13.280276816608996,26.93393271687122,1.2530619020469704
10,2120367400,0.47680972899473584,-0.4167067696515161,-0.2556104811907703,1.6259897267576917,21.463064393201527,9.43074041519461,5.51530612244898,8.961199740974271,1.3688196579134921
11,2120382840,0.06675803082345239,-0.06108679317340333,-0.20867795353102098,0.14262328403911517,3.045023556516442,0.8506013090186143,0.664804469273743,2.6031262381782745,1.6341044447665332
12,2121109010,0.2990312441377271,-0.25251958929822027,-0.227799261887622,6.446608031511367,4.215089866757433,14.132948376774921,5.138059701492537,16.110693518795184,1.2451313272588755
13,2120023040,0.1941278049080362,-0.200152598541779,-0.20505723084991648,6.364279380298553,5.345994679450784,13.746843461444875,2.4655172413793105,12.928324732287177,1.4285912908959895
14,2120372120,0.21951495917723227,-0.22273179296206844,-0.10981531089264492,0.01539954408367155,0.39525496481423633,0.102663627224477,-0.734375,7.290743291378021,1.83343086430935
15,2120022880,0.25508368479797994,-0.2351833295204903,-0.132048890154033,0.0,0.0,0.0,-0.25769230769230766,1.2805290405566876,2.2252209218718106
16,2120022860,0.1604101268384773,-0.15341532296399052,-0.13708994955512568,0.0,0.0,0.0,2.4123989218328843,7.794150894864228,2.9786371320643585
17,2120349340,0.29879447639950385,-0.24909984941254917,-0.2250782895846296,16.28807391135713,25.50040753013609,43.76047725436995,-0.26881720430107525,2.4468568918098255,1.6673167409995713
18,2120385630,0.11039915995607079,-0.10018677345928521,-0.27793973372983033,0.051226939546802804,1.331900428216873,0.34151293031201874,8.736040609137056,12.258862722948722,1.5057856406598635
19,2121101830,0.2208784868003445,-0.18364109766991674,-0.156740924223896,2.3970037655304806,24.27850180906834,19.420426625452997,0.35655737704918034,2.242288433137487,1.62763467876264
20,2120022920,0.12558148754740375,-0.119790064477826,-0.1238197657233058,0.0,0.0,0.0,1.7534246575342465,6.519076595567677,1.5742376736628723
21,2120385640,0.3584799647146107,-0.3913091717054442,-0.08382382958094088,0.538264627175059,1.946033652094444,1.6561988528463354,7.496598639455782,8.735399830098055,1.6537753494376266
22,2121103210,0.44742726364441876,-0.40194130900182357,-0.2210352394251777,3.1986725059996086,47.73661024395922,21.762349388472295,5.572301425661914,9.797908526574036,1.6473705137184451
23,2120348280,0.2677226695684298,-0.2377045042419692,-0.18125448116259343,0.1890115394952149,1.4535845185305922,0.7188409973925085,2.056701030927835,3.4954095624156833,1.7440724136735175
24,2120392600,0.02194233331804608,-0.023187301512237888,-0.2012967483185209,3.503494564408135,50.25042244574353,16.39944088320236,24.128755364806867,13.818549291258716,1.4482207874843718
25,2121106420,0.2813503945019444,-0.2424166419978874,-0.2208529075656398,4.4702276423314435,52.14341857992173,26.235957643281722,6.388059701492537,16.135847746436273,1.562706482050345
26,2120375510,0.19716188809209884,-0.16630277304702717,-0.21588882136643928,0.0,0.0,0.0,14.783870967741935,13.112118628717237,1.3509555567827718
